GeneID,Gene,Description,CON,H9,H18
101883603,cdc42ep1a ,CDC42 effector protein (Rho GTPase binding) 1a,4.25,2.38,1.76
101883708,LOC101883708 ,uncharacterized LOC101883708,16.04,8.23,12.23
101883815,LOC101883815 ,protein FAM122A-like,2.42,1.96,1.22
101884734,LOC101884734 ,ryanodine receptor 3-like,345.14,120.04,29.75
101884747,LOC101884747 ,uncharacterized LOC101884747,59.29,26.33,30.23
101884856,vps37d ,vacuolar protein sorting 37 homolog D (S. cerevisiae),16.10,5.66,7.77
101885612,LOC101885612 ,uncharacterized LOC101885612,19.56,8.90,13.42
101886279,LOC101886279 ,utrophin-like,34.76,11.71,12.89
101886442,LOC101886442 ,uncharacterized LOC101886442,1.88,1.25,1.02
101887090,LOC101887090 ,rho guanine nucleotide exchange factor 17-like,2.61,1.92,1.38
103908631,LOC103908631 ,dystonin-like,15.10,12.54,6.78
103908841,LOC103908841 ,uncharacterized LOC103908841,22.58,13.54,10.84
103909249,LOC103909249 ,GTPase IMAP family member 4-like,16.07,7.59,10.68
103909646,LOC103909646 ,uncharacterized LOC103909646,15.30,7.35,4.41
103909717,LOC103909717 ,uncharacterized LOC103909717,227.71,95.95,41.42
103909873,LOC103909873 ,ras-like protein,7.10,2.85,2.86
103910458,LOC103910458 ,uncharacterized LOC103910458,34.44,22.31,18.12
103910748,LOC103910748 ,uncharacterized LOC103910748,14.52,5.53,4.51
103911084,LOC103911084 ,uncharacterized LOC103911084,11.31,6.60,3.35
103911244,LOC103911244 ,mucin-22-like,11.48,4.26,4.40
103911362,LOC103911362 ,uncharacterized LOC103911362,28.22,13.36,9.81
103911711,LOC103911711 ,uncharacterized LOC103911711,19.99,14.87,11.28
103911729,LOC103911729 ,uncharacterized LOC103911729,40.26,11.50,10.18
103911736,LOC103911736 ,uncharacterized LOC103911736,9.43,5.35,13.34
30082,khdrbs1a ,"KH domain containing, RNA binding, signal transduction associated 1a",43.17,95.14,80.21
30116,pl10 ,DEAD (Asp-Glu-Ala-Asp) box helicase 3b,9.42,22.75,18.61
30187,copg2 ,"coatomer protein complex, subunit gamma 2",9.65,17.42,22.44
30196,lmnb2 ,lamin B2,3.87,7.09,6.05
30222,ccnd1 ,cyclin D1,3.19,5.03,6.39
30259,prph ,peripherin,2.47,4.79,3.01
30265,ctnnb1 ,"catenin (cadherin-associated protein), beta 1",13.46,23.10,20.03
30280,jak1 ,Janus kinase 1,10.71,33.23,22.24
30314,apoeb ,apolipoprotein Eb,55.55,25.74,120.56
30387,psmb5 ,proteasome subunit beta 5,16.51,22.15,33.32
30388,psmb6 ,proteasome subunit beta 6,23.63,23.63,50.89
30464,rxrga ,"retinoid x receptor, gamma a",7.36,13.08,10.53
30477,tcp1 ,t-complex 1,27.34,58.40,71.28
30516,eef1a1l1 ,"eukaryotic translation elongation factor 1 alpha 1, like 1",388.58,881.54,1088.73
30573,hsp90ab1 ,"heat shock protein 90, alpha (cytosolic), class B member 1",76.34,267.26,254.89
30590,tp53 ,tumor protein p53,3.73,9.98,7.48
30648,psme1 ,proteasome activator subunit 1,8.89,12.46,22.91
30649,psme3 ,proteasome activator subunit 3,7.29,15.11,9.29
30654,gsk3b ,glycogen synthase kinase 3 beta,3.67,7.40,5.66
30689,epha2a ,eph receptor A2 a,3.66,7.42,4.81
30707,cse1l ,CSE1 chromosome segregation 1-like (yeast),5.13,10.65,8.64
30736,elavl1 ,ELAV like RNA binding protein 1,7.64,26.63,17.86
30741,ctnna1 ,"catenin (cadherin-associated protein), alpha 1",13.07,25.91,16.86
30746,tie1 ,endothelium-specific receptor tyrosine kinase 1,2.86,4.84,4.62
30767,stat3 ,signal transducer and activator of transcription 3 (acute-phase response factor),11.78,25.99,16.62
57934,actb1 ,"actin, beta 1",239.06,1006.85,1330.84
57935,actb2 ,"actin, beta 2",634.27,1398.53,1437.73
58108,fth1a ,"ferritin, heavy polypeptide 1a",223.53,371.54,597.47
58122,mcl1a ,myeloid cell leukemia 1a,40.69,97.58,59.97
64278,psmb7 ,proteasome subunit beta 7,25.60,29.62,53.45
64617,s1pr1 ,sphingosine-1-phosphate receptor 1,3.32,6.99,4.36
81880,anxa13 ,annexin A13,9.16,24.16,14.45
83414,ssr2 ,"signal sequence receptor, beta",19.64,36.12,44.18
114427,vars ,valyl-tRNA synthetase,5.01,10.05,8.90
114461,tnfrsfa ,"tumor necrosis factor receptor superfamily, member a",4.42,10.04,5.71
140614,xbp1 ,X-box binding protein 1,41.29,64.94,59.12
140744,ckbb ,"creatine kinase, brain b",21.22,25.75,49.06
140811,psap ,prosaposin,85.57,109.45,510.53
140814,cebpb ,"CCAAT/enhancer binding protein (C/EBP), beta",30.22,97.95,59.68
140818,ptpra ,"protein tyrosine phosphatase, receptor type, A",2.81,6.19,3.35
192298,sec61a1 ,Sec61 translocon alpha 1 subunit,27.35,42.66,46.03
192299,rpl35 ,ribosomal protein L35,408.28,534.48,723.46
192302,hdac1 ,histone deacetylase 1,7.41,14.77,17.07
192324,cct7 ,"chaperonin containing TCP1, subunit 7 (eta)",26.24,46.90,51.32
192326,cct2 ,"chaperonin containing TCP1, subunit 2 (beta)",74.14,153.33,246.73
192327,cct3 ,"chaperonin containing TCP1, subunit 3 (gamma)",28.61,65.89,59.95
192328,u2af1 ,U2 small nuclear RNA auxiliary factor 1,6.67,12.38,14.15
192329,ppp1r10 ,"protein phosphatase 1, regulatory subunit 10",4.21,8.47,5.56
195824,atp6ap1b ,"ATPase, H+ transporting, lysosomal accessory protein 1b",9.75,17.08,16.85
246094,gpia ,glucose-6-phosphate isomerase a,26.25,63.64,56.02
259183,tagln2 ,transgelin 2,26.89,57.49,56.26
259190,hm13 ,histocompatibility (minor) 13,7.26,16.03,12.81
260439,copa ,"coatomer protein complex, subunit alpha",9.85,17.33,24.09
266638,sec31a ,"SEC31 homolog A, COPII coat complex component",4.41,5.76,8.49
266796,sec61al2 ,"Sec61 translocon alpha 1 subunit, like",4.97,10.83,8.40
266797,stt3a ,"STT3A, subunit of the oligosaccharyltransferase complex (catalytic)",27.53,23.31,36.56
266966,kat6a ,K(lysine) acetyltransferase 6A,2.20,3.67,3.23
266989,etf1b ,eukaryotic translation termination factor 1b,10.15,40.01,31.79
280650,klf6a ,Kruppel-like factor 6a,8.30,20.34,12.56
280651,ets1 ,v-ets avian erythroblastosis virus E26 oncogene homolog 1,11.71,36.74,19.24
317764,azin1b ,antizyme inhibitor 1b,15.62,21.19,13.78
321051,ap2m1a ,"adaptor-related protein complex 2, mu 1 subunit, a",20.55,43.35,51.67
321065,si:ch211-222g23.4 ,si:ch211-222g23.4,5.03,3.74,6.11
321107,rap1b ,"RAP1B, member of RAS oncogene family",8.59,29.13,24.04
321119,mcmbp ,minichromosome maintenance complex binding protein,2.52,5.83,4.92
321129,rtca ,RNA 3'-terminal phosphate cyclase,4.40,9.10,5.26
321133,nop14 ,NOP14 nucleolar protein homolog (yeast),3.62,9.25,6.69
321362,tnrc6b ,trinucleotide repeat containing 6b,2.11,3.67,4.20
321461,cd63 ,CD63 molecule,47.53,252.37,264.26
321491,chtopa ,chromatin target of PRMT1a,4.80,11.42,8.48
321496,cfl2l ,cofilin 1,40.19,154.82,167.28
321541,slc20a1b ,"solute carrier family 20 (phosphate transporter), member 1b",12.22,25.23,18.27
321550,tmed2 ,transmembrane p24 trafficking protein 2,17.15,31.21,31.34
321585,psmc6 ,"proteasome 26S subunit, ATPase 6",11.53,15.36,24.57
321681,drap1 ,DR1-associated protein 1 (negative cofactor 2 alpha),4.39,8.94,7.28
321700,nol11 ,nucleolar protein 11,3.65,8.24,5.57
321714,setb ,SET translocation (myeloid leukemia-associated) B,13.31,43.33,28.08
321724,atp6v0b ,"ATPase, H+ transporting, lysosomal V0 subunit b",8.86,18.18,15.73
321726,rbb4 ,retinoblastoma binding protein 4,5.05,10.03,10.23
321729,ywhabl ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide like",22.55,47.83,57.94
321739,ipo7 ,importin 7,11.58,29.69,21.79
321793,ak2 ,adenylate kinase 2,7.88,16.84,17.66
321808,calm3b ,"calmodulin 3b (phosphorylase kinase, delta)",14.15,33.19,49.26
321852,snw1 ,SNW domain containing 1,4.11,9.32,9.21
321886,srsf11 ,serine/arginine-rich splicing factor 11,9.10,17.15,18.37
321898,psmd12 ,"proteasome 26S subunit, non-ATPase 12",11.73,15.05,20.57
321899,hnrnpa0l ,"heterogeneous nuclear ribonucleoprotein A0, like",26.43,89.00,83.45
321931,dhx15 ,DEAH (Asp-Glu-Ala-His) box helicase 15,10.31,18.75,12.44
321938,cyth1a ,cytohesin 1a,6.46,18.53,9.61
321947,psmc3 ,"proteasome 26S subunit, ATPase 3",16.94,28.22,38.90
321974,prmt1 ,protein arginine methyltransferase 1,19.36,74.48,48.83
322073,ubxn1 ,UBX domain protein 1,4.26,5.97,10.79
322104,gnb1a ,"guanine nucleotide binding protein (G protein), beta polypeptide 1a",4.52,9.07,9.00
322206,ddx5 ,DEAD (Asp-Glu-Ala-Asp) box helicase 5,56.44,99.64,56.18
322221,actn4 ,"actinin, alpha 4",42.75,109.44,104.87
322256,eif5 ,eukaryotic translation initiation factor 5,15.55,48.14,44.49
322258,cct5 ,"chaperonin containing TCP1, subunit 5 (epsilon)",24.44,49.93,46.43
322265,psmd11b ,"proteasome 26S subunit, non-ATPase 11b",7.20,12.43,9.15
322275,rad21a ,RAD21 cohesin complex component a,6.39,12.41,14.04
322513,uap1 ,UDP-N-acetylglucosamine pyrophosphorylase 1,3.34,7.43,5.67
322599,eif1axb ,"eukaryotic translation initiation factor 1A, X-linked, b",15.71,25.70,20.56
322694,9/6/2016,septin 6,8.44,15.40,17.78
322720,itpkcb ,inositol-trisphosphate 3-kinase Cb,4.88,10.96,6.96
322795,csrnp1b ,cysteine-serine-rich nuclear protein 1b,7.43,21.37,11.07
322815,ubr7 ,ubiquitin protein ligase E3 component n-recognin 7,2.23,3.53,4.32
322969,nup50 ,nucleoporin 50,6.45,13.00,12.62
323012,pfdn2 ,prefoldin subunit 2,5.59,13.56,9.88
323055,ywhaba ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide a",28.87,50.84,59.01
323226,wsb1 ,WD repeat and SOCS box containing 1,7.22,16.88,12.02
323447,tia1l ,"cytotoxic granule-associated RNA binding protein 1, like",8.47,18.22,12.02
323452,metap2b ,methionyl aminopeptidase 2b,10.05,17.69,12.06
323457,9/2/2016,septin 2,16.47,17.18,34.64
323501,seta ,SET translocation (myeloid leukemia-associated) A,15.64,29.64,26.56
323579,cltca ,"clathrin, heavy chain a (Hc)",9.34,28.96,26.26
323597,ewsr1a ,EWS RNA-binding protein 1a,5.30,8.35,12.23
323645,pdcl ,phosducin-like,2.11,4.14,3.42
323671,zfp36l1b ,"zinc finger protein 36, C3H type-like 1b",6.82,12.48,7.56
323765,gdi2 ,GDP dissociation inhibitor 2,16.46,40.54,43.82
323818,shc1 ,SHC (Src homology 2 domain containing) transforming protein 1,2.72,6.54,4.23
323870,clint1a ,clathrin interactor 1a,3.61,8.48,7.92
323922,dnaja1 ,"DnaJ (Hsp40) homolog, subfamily A, member 1",2.90,6.05,5.75
324004,ctnnb2 ,"catenin, beta 2",17.85,34.65,36.68
324140,sgk1 ,serum/glucocorticoid regulated kinase 1,7.21,12.69,8.10
324142,adam17a ,ADAM metallopeptidase domain 17a,3.69,6.53,5.17
324215,igf2b ,insulin-like growth factor 2b,3.71,5.80,6.24
324365,eif2s2 ,"eukaryotic translation initiation factor 2, subunit 2 beta",15.06,33.56,43.64
324404,snd1 ,staphylococcal nuclease and tudor domain containing 1,16.48,29.47,31.06
324475,smc3 ,structural maintenance of chromosomes 3,4.33,4.92,7.78
324476,zmat2 ,"zinc finger, matrin-type 2",4.35,7.06,9.17
324479,bptf ,bromodomain PHD finger transcription factor,1.82,2.68,3.35
324501,tmem165 ,transmembrane protein 165,3.58,6.79,5.65
324530,ppp6r3 ,"protein phosphatase 6, regulatory subunit 3",5.07,8.60,7.32
324551,zc3h11a ,zinc finger CCCH-type containing 11A,3.05,5.11,4.23
324863,fnip1 ,folliculin interacting protein 1,7.26,11.48,8.14
324940,aars ,alanyl-tRNA synthetase,9.40,20.01,18.45
325226,bzw1a ,basic leucine zipper and W2 domains 1a,9.04,33.84,25.22
325287,wbp2nl ,WBP2 N-terminal like,10.29,22.33,18.88
325361,chp1 ,calcineurin-like EF-hand protein 1,3.71,7.39,5.06
325464,kdelr2b ,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2b,4.73,6.84,11.53
325536,pcnt ,pericentrin,1.43,1.80,2.58
325542,mpp1 ,"membrane protein, palmitoylated 1",18.41,33.44,51.54
325550,ddx39aa ,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39Aa,9.99,19.00,15.28
325557,anxa2a ,annexin A2a,56.16,272.92,244.32
325704,asna1 ,"arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)",4.90,8.04,7.07
326078,mta2 ,"metastasis associated 1 family, member 2",5.67,9.39,7.82
326643,wu:fe01c10 ,lysine (K)-specific demethylase 3B,3.17,6.45,4.92
326663,syncrip ,"synaptotagmin binding, cytoplasmic RNA interacting protein",13.13,29.84,25.08
326687,psma4 ,proteasome subunit alpha 4,20.70,24.57,43.37
326716,tmed10 ,transmembrane p24 trafficking protein 10,17.73,33.97,32.58
326719,myl12.1 ,"myosin, light chain 12, genome duplicate 1",29.33,68.68,66.25
326846,cnbpa ,"CCHC-type zinc finger, nucleic acid binding protein a",9.99,19.80,20.65
326884,psmc4 ,"proteasome 26S subunit, ATPase 4",15.44,27.60,30.65
326929,eef2b ,eukaryotic translation elongation factor 2b,119.99,360.84,412.48
326961,rpl5a ,ribosomal protein L5a,127.35,171.89,211.82
327026,arf1l ,ADP-ribosylation factor 2b,9.05,25.73,22.38
327029,capza1a ,"capping protein (actin filament) muscle Z-line, alpha 1a",8.18,17.20,23.00
327068,arpc2 ,"actin related protein 2/3 complex, subunit 2",19.39,39.56,61.79
327069,cpsf6 ,cleavage and polyadenylation specific factor 6,3.57,5.60,7.63
327082,napab ,"N-ethylmaleimide-sensitive factor attachment protein, alpha b",11.09,15.51,18.49
327197,vcp ,valosin containing protein,28.10,67.28,68.23
327204,rac1a ,"ras-related C3 botulinum toxin substrate 1a (rho family, small GTP binding protein Rac1)",8.09,14.52,12.82
327263,ppp2r2d ,"protein phosphatase 2, regulatory subunit B, alpha b",3.49,6.65,7.09
327268,sec23b ,"Sec23 homolog B, COPII coat complex component",3.63,9.36,7.00
327272,slc9a3r1 ,"solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 1",2.95,4.00,6.32
327301,ppp1cab ,"protein phosphatase 1, catalytic subunit, alpha isozyme b",5.70,13.24,7.53
327404,arid4a ,AT rich interactive domain 4A (RBP1-like),1.92,3.55,3.35
327439,slc30a7 ,"solute carrier family 30 (zinc transporter), member 7",3.71,9.95,7.12
327515,eif3s10 ,"eukaryotic translation initiation factor 3, subunit 10 (theta)",12.56,35.04,41.63
333979,ptpn11a ,"protein tyrosine phosphatase, non-receptor type 11, a",5.13,8.99,6.94
334006,c20orf24 ,c23h20orf24 homolog (H. sapiens),6.32,15.73,15.01
334015,exoc3 ,exocyst complex component 3,2.58,3.96,4.85
334086,hspa4b ,heat shock protein 4b,5.25,13.17,13.28
334116,eno1a ,"enolase 1a, (alpha)",56.63,152.35,160.96
334206,osbpl2b ,oxysterol binding protein-like 2b,2.25,4.54,4.09
334234,eif3c ,"eukaryotic translation initiation factor 3, subunit C",17.20,37.25,40.63
334247,wu:fi37e09 ,wu:fi37e09,5.19,7.31,9.17
334334,ivns1abpb ,influenza virus NS1A binding protein b,4.12,7.02,8.37
334337,ubqln4 ,ubiquilin 4,5.77,10.61,12.86
334483,ptp4a2b ,"protein tyrosine phosphatase type IVA, member 2b",13.00,42.65,25.65
334490,hnrnpub ,heterogeneous nuclear ribonucleoprotein Ub,6.37,19.42,13.37
334619,c1qbp ,"complement component 1, q subcomponent binding protein",23.98,45.09,39.25
334626,eif3m ,"eukaryotic translation initiation factor 3, subunit M",34.89,57.53,46.87
334633,wu:fa16f04 ,"SEC24 homolog B, COPII coat complex component",3.42,5.70,6.24
334717,banf1 ,barrier to autointegration factor 1,7.26,18.73,20.50
334728,mapre1b ,"microtubule-associated protein, RP/EB family, member 1b",6.75,23.94,18.31
334795,aip ,aryl hydrocarbon receptor interacting protein,5.65,14.64,11.57
334868,cnppd1 ,cyclin Pas1/PHO80 domain containing 1,3.31,7.52,3.98
334911,sh3glb1b ,SH3-domain GRB2-like endophilin B1b,4.75,8.89,8.24
335015,fam76b ,"family with sequence similarity 76, member B",2.62,5.06,5.10
335025,atp6v1g1 ,"ATPase, H+ transporting, lysosomal, V1 subunit G1",24.00,52.74,70.21
335159,acsbg2 ,acyl-CoA synthetase bubblegum family member 2,4.56,5.50,9.39
335278,si:rp71-61h23.4 ,si:rp71-61h23.4,9.44,21.42,17.77
335538,wu:fj20e02 ,"mannosidase, alpha, class 1A, member 2",3.12,6.19,5.57
335539,rpl23a ,ribosomal protein L23a,292.58,430.07,694.85
335774,cox6a1 ,cytochrome c oxidase subunit VIa polypeptide 1,44.75,57.63,91.54
335817,pkma ,"pyruvate kinase, muscle, a",41.40,137.74,95.79
335907,anp32a ,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A",8.73,6.69,14.64
335985,rpn2 ,ribophorin II,25.37,36.48,49.04
336038,junbb ,jun B proto-oncogene b,20.49,79.32,30.58
336105,tcea1 ,"transcription elongation factor A (SII), 1",2.34,5.16,4.25
336147,abcc5 ,"ATP-binding cassette, sub-family C (CFTR/MRP), member 5",8.47,15.48,24.21
336198,smek2 ,"protein phosphatase 4, regulatory subunit 3B",4.15,8.40,8.09
336303,ppdpfb ,pancreatic progenitor cell differentiation and proliferation factor b,53.81,71.82,83.20
336333,gna13b ,"guanine nucleotide binding protein (G protein), alpha 13b",3.13,7.37,4.73
336335,si:ch211-51e12.7 ,si:ch211-51e12.7,7.97,16.74,17.24
336466,tfg ,trk-fused gene,5.19,10.33,10.87
336541,blmh ,bleomycin hydrolase,4.13,7.60,9.20
336542,si:ch211-202a12.4 ,si:ch211-202a12.4,30.58,50.42,27.21
336610,ywhaz ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide",9.96,25.68,32.98
336612,ppiaa ,peptidylprolyl isomerase Aa (cyclophilin A),212.70,330.17,341.95
336613,cyfip1 ,cytoplasmic FMR1 interacting protein 1,10.27,14.44,16.57
336637,zgc:56493 ,zgc:56493,49.44,91.39,128.67
336641,rpl17 ,ribosomal protein L17,336.22,328.13,626.37
336681,tubb4b ,"tubulin, beta 4B class IVb",115.07,236.67,369.19
336687,rps14 ,ribosomal protein S14,400.74,510.89,1061.23
336719,rplp1 ,"ribosomal protein, large, P1",747.91,979.11,1544.50
336782,ufsp2 ,ufm1-specific peptidase 2,3.79,6.35,8.29
337007,rps12 ,ribosomal protein S12,495.13,716.10,1175.82
337132,anxa5b ,annexin A5b,14.94,61.78,38.64
337148,rps15 ,ribosomal protein S15,312.41,445.58,671.88
337155,nap1l4a ,nucleosome assembly protein 1-like 4a,7.35,13.49,11.05
337190,ssr3 ,"signal sequence receptor, gamma",21.36,50.70,80.13
337226,zgc:153867 ,zgc:153867,31.99,58.45,74.71
337230,gars ,glycyl-tRNA synthetase,10.72,26.96,24.91
337243,sept9a ,septin 9a,6.13,17.14,7.78
337350,tbcb ,tubulin folding cofactor B,6.91,11.69,12.58
337386,snx1a ,sorting nexin 1a,10.51,24.54,27.83
337413,stat6 ,"signal transducer and activator of transcription 6, interleukin-4 induced",6.73,11.45,8.64
337810,rps27a ,ribosomal protein S27a,283.63,392.84,514.63
337838,gng5 ,"guanine nucleotide binding protein (G protein), gamma 5",11.53,24.87,23.82
337866,supt6h ,"SPT6 homolog, histone chaperone",3.50,6.30,5.99
352912,krt18 ,keratin 18,24.47,74.69,66.51
352921,selt1b ,"selenoprotein T, 1b",3.64,3.50,7.07
352923,9/15/2016,selenoprotein 15,12.25,21.13,31.75
352924,txnrd1 ,thioredoxin reductase 1,9.98,31.65,27.22
353362,anxa4 ,annexin A4,21.86,31.61,42.00
368207,ktn1 ,kinectin 1,6.76,13.18,12.50
368260,nap1l1 ,nucleosome assembly protein 1-like 1,21.30,72.60,60.37
368348,cmtm6 ,CKLF-like MARVEL transmembrane domain containing 6,2.20,4.62,2.99
368417,thoc2 ,THO complex 2,3.92,8.44,5.41
368448,ptpn4a ,"protein tyrosine phosphatase, non-receptor type 4a",3.34,7.03,3.88
368640,kpna3 ,karyopherin alpha 3 (importin alpha 4),6.42,17.50,10.79
368864,prpf39 ,PRP39 pre-mRNA processing factor 39 homolog (yeast),11.47,19.30,23.28
368910,mtdha ,metadherin a,5.88,15.35,14.19
369193,aldocb ,"aldolase C, fructose-bisphosphate, b",19.94,53.98,34.32
373085,hspa9 ,heat shock protein 9,32.20,49.35,32.07
373102,mcl1b ,myeloid cell leukemia 1b,32.86,80.88,80.68
373104,rab14 ,"RAB14, member RAS oncogene family",5.45,12.76,8.81
373107,birc2 ,baculoviral IAP repeat containing 2,12.50,27.09,13.59
373129,kdelr2a ,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2a,8.68,16.03,17.24
378713,tktb ,transketolase b,9.61,28.72,20.74
378851,pdia3 ,"protein disulfide isomerase family A, member 3",31.19,62.62,126.57
378866,ddit4 ,DNA-damage-inducible transcript 4,14.12,25.63,13.89
378958,rc3 ,Dmx-like 2,1.07,2.00,1.57
378961,rpl13 ,ribosomal protein L13,315.21,443.59,515.56
378972,akt2 ,v-akt murine thymoma viral oncogene homolog 2,4.06,7.10,5.85
386642,ngdn ,"neuroguidin, EIF4E binding protein",3.32,7.54,7.08
386705,ptk2aa ,protein tyrosine kinase 2aa,3.05,6.26,4.58
386710,mibp2 ,muscle-specific beta 1 integrin binding protein 2,96.57,120.87,147.55
386806,cstf2 ,"cleavage stimulation factor, 3' pre-RNA, subunit 2",4.26,6.07,9.31
386856,pdgfra ,"platelet-derived growth factor receptor, alpha polypeptide",5.98,10.31,9.58
387530,ahcy ,adenosylhomocysteinase,13.23,22.72,37.99
387534,elf2b ,E74-like factor 2b (ets domain transcription factor),2.25,3.84,4.69
387591,ivns1abpa ,influenza virus NS1A binding protein a,11.08,35.80,15.63
387600,xab2 ,XPA binding protein 2,1.61,3.47,2.88
393103,ccz1 ,"CCZ1 homolog, vacuolar protein trafficking and biogenesis associated",1.90,4.40,3.61
393124,uso1 ,USO1 vesicle transport factor,3.82,7.70,7.65
393154,tuba8l4 ,"tubulin, alpha 8 like 4",31.40,96.46,167.98
393202,hif1ab ,"hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor) b",10.30,20.52,19.90
393220,yth2 ,YTH N(6)-methyladenosine RNA binding protein 2,4.56,11.68,5.32
393221,slc43a2a ,"solute carrier family 43 (amino acid system L transporter), member 2a",15.19,10.63,19.49
393273,zgc:56676 ,zgc:56676,20.79,33.33,41.95
393279,ap1s1 ,"adaptor-related protein complex 1, sigma 1 subunit",3.78,7.17,7.22
393319,cdc73 ,"cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)",3.73,7.59,6.30
393340,tmem134 ,transmembrane protein 134,2.13,4.76,3.20
393344,sri ,sorcin,9.66,17.77,12.11
393371,dnajc5gb ,"DnaJ (Hsp40) homolog, subfamily C, member 5 gamma b",3.90,7.17,8.31
393480,eftud2 ,elongation factor Tu GTP binding domain containing 2,3.19,8.37,6.91
393482,tm9sf4 ,transmembrane 9 superfamily protein member 4,7.18,13.43,10.56
